year,iso_code,country,legal_rights,regulation,gdp_ppp,deposits_gdp,at_ms_100k,branches_100k,high_freedom
2015,MUS,Mauritius,6.73,7.52,22335.28362,164.8612053,45.28251802,21.56775104,1
2016,MUS,Mauritius,6.68,7.15,23182.04341,159.8266155,44.21813894,20.26664701,1
2017,MUS,Mauritius,6.77,7.1,24073.23256,161.607105,43.24293089,18.4914092,1
2018,MUS,Mauritius,6.78,7.56,25024.13379,118.429658,42.95019021,17.02702418,1
2019,MUS,Mauritius,6.8,7.52,25739.3549,123.9802287,42.57001247,16.34384407,1
2020,MUS,Mauritius,6.72,6.66,21994.66598,166.3088175,41.83341801,15.39243146,1
2021,MUS,Mauritius,6.73,6.63,22737.57294,176.8560683,42.24507211,14.92659215,1
2022,MUS,Mauritius,6.68,6.96,24788.7665,113.3890676,41.79391477,14.43108268,1
2023,MUS,Mauritius,6.67,7.24,26060.7329,109.6641752,41.38956833,14.1079567,1
2013,MYS,Malaysia,5.37,7.64,25736.35256,108.6439105,56.27156497,10.77233343,1
2014,MYS,Malaysia,5.4,7.66,26818.43173,105.5917985,54.97790293,10.5993196,1
2015,MYS,Malaysia,5.33,7.63,27699.62789,104.2358861,53.11288279,10.46202079,1
2016,MYS,Malaysia,5.36,7.66,28425.37076,99.11675462,49.36937506,10.18042792,1
2017,MYS,Malaysia,5.43,7.71,29551.54576,94.61841139,49.45723893,9.945991654,1
2018,MYS,Malaysia,5.54,7.74,30459.96553,95.84912845,48.69743266,9.925539846,1
2019,MYS,Malaysia,5.55,7.75,31300.50866,94.2767033,54.14092986,9.728262737,1
2020,MYS,Malaysia,5.55,7.55,29200.45263,103.659997,53.42409363,8.626553362,1
2021,MYS,Malaysia,5.43,7.47,29822.84918,101.8938832,51.98262382,8.331232121,1
2022,MYS,Malaysia,5.43,7.51,32079.15152,92.83788705,50.66626607,8.045347373,1
2023,MYS,Malaysia,5.71,7.66,32812.29975,97.32518798,50.54702742,7.898201994,1
2013,NAM,Namibia,6.24,5.76,11593.57538,42.05133342,52.80296929,12.74554431,0
2014,NAM,Namibia,6.25,5.59,11982.69636,41.70697093,55.41570984,13.22342892,0
2015,NAM,Namibia,6.36,5.8,12166.56584,41.71974756,56.51812527,13.20082973,0
2016,NAM,Namibia,6.41,5.15,11846.78808,191.7687262,65.12347294,14.8595226,0
2017,NAM,Namibia,6.4,5.65,11408.72531,107.4058832,67.26817516,10.01464405,0
2018,NAM,Namibia,6.31,5.29,11214.38604,104.7438944,68.72898668,10.80992105,0
2019,NAM,Namibia,6.23,5.78,10813.30447,92.92045107,68.18497464,10.53604525,0
2020,NAM,Namibia,6.23,5.47,9652.248272,61.09868651,68.09248919,10.08561698,0
2021,NAM,Namibia,6.19,5.16,9709.099306,53.36492908,67.87173548,8.689853999,0
2022,NAM,Namibia,6.23,5.16,9953.097522,52.94559326,68.46274841,8.467906634,0
2023,NAM,Namibia,6.16,5.52,10137.67261,25.69746932,67.27345529,7.157895643,0
2013,NGA,Nigeria,3.81,6.12,5775.866347,20.67619698,12.68298096,5.625058667,0
2014,NGA,Nigeria,3.87,6.25,5980.191816,19.96499326,15.42069753,5.340874156,0
2015,NGA,Nigeria,3.95,6.2,5985.094352,18.16680558,15.45331896,4.747331924,0
2016,NGA,Nigeria,3.92,6.33,5744.557879,17.88391726,15.93649934,4.514944549,0
2017,NGA,Nigeria,3.92,6.61,5651.734132,16.65723172,15.52654759,4.21954775,0
2018,NGA,Nigeria,3.95,6.62,5628.740794,16.59217602,16.09745133,4.090300554,0
2019,NGA,Nigeria,3.95,6.6,5628.177652,16.30831225,16.36149206,4.552192714,0
2020,NGA,Nigeria,3.95,6.51,5410.693555,20.50434157,15.37383377,4.233729874,0
2021,NGA,Nigeria,4.05,6.48,5491.700341,21.33504434,15.37521042,4.077548701,0
2022,NGA,Nigeria,3.98,6.47,5552.83765,21.89803071,14.00099359,3.5087404,0
2023,NGA,Nigeria,4,6.39,5593.056614,29.3730058,13.0331509,3.429105479,0
2013,NIC,Nicaragua,3.92,6.26,6494.149611,31.70848661,14.75467732,7.576726191,0
2014,NIC,Nicaragua,3.72,6.19,6712.217498,32.20167283,16.37662923,7.772788202,0
2015,NIC,Nicaragua,3.95,6.19,6939.032862,34.23231049,18.67929473,8.296580202,0
2016,NIC,Nicaragua,4.09,6.2,7158.757998,34.62554669,18.33188765,11.3427084,0
2017,NIC,Nicaragua,4.07,6.22,7391.196839,35.97296871,17.99969962,11.43754982,0
2018,NIC,Nicaragua,3.94,6,7049.027534,28.38579413,22.69137394,9.666525299,0
2019,NIC,Nicaragua,3.93,6.08,6756.593758,36.13394401,22.59580823,9.002669158,0
2020,NIC,Nicaragua,3.87,6.06,6523.36985,31.01572643,21.97921038,8.16558314,0
2021,NIC,Nicaragua,3.61,6,7119.169234,30.26423766,22.13998322,8.154571078,0
2022,NIC,Nicaragua,3.48,5.9,7277.822648,30.44196916,21.79412534,8.024968634,0
2023,NIC,Nicaragua,3.43,5.86,7496.529269,29.64586248,23.37060901,7.9489051,0
2013,NLD,Netherlands,8.8,7.25,61281.28881,82.33310846,52.98605827,17.35341852,1
2014,NLD,Netherlands,8.9,7.28,62045.85638,90.82411988,53.59894254,14.7780451,1
2015,NLD,Netherlands,8.97,7.28,63081.39414,87.55018415,49.59842203,13.9716857,1
2016,NLD,Netherlands,8.96,7.38,64267.73636,88.19120353,47.41991742,12.43455612,1
2017,NLD,Netherlands,8.95,7.41,65666.00366,87.24517587,44.51112482,11.89935846,1
2018,NLD,Netherlands,8.93,7.37,66758.26401,85.34612517,41.03070173,10.9295454,1
2019,NLD,Netherlands,8.93,7.4,67847.85429,84.28462448,41.01209638,9.229433375,1
2020,NLD,Netherlands,8.88,7.08,64862.19225,93.81074219,35.99186395,6.985017206,1
2021,NLD,Netherlands,8.92,7.16,68573.56488,93.97061298,33.17652767,5.446187517,1
2022,NLD,Netherlands,8.93,7.15,71324.03603,89.82944598,34.15043209,5.17895941,1
2023,NLD,Netherlands,8.93,7.25,70673.969,82.67842139,33.45877406,4.576347891,1
2013,NPL,Nepal,4.56,6.85,3426.557959,52.36923419,8.253670819,8.352780942,0
2014,NPL,Nepal,4.66,6.86,3621.731689,53.95071706,8.995351059,8.586966477,0
2015,NPL,Nepal,4.76,6.87,3745.261822,60.35950215,9.238273485,9.136282087,0
2016,NPL,Nepal,4.76,7.09,3743.744578,67.65596844,10.11160284,10.05330744,0
2017,NPL,Nepal,4.71,7.11,4071.704318,68.02590793,10.93482048,12.09608686,0
2018,NPL,Nepal,5.04,7.07,4371.385718,71.51476946,14.53643411,15.74476543,0
2019,NPL,Nepal,4.97,7.1,4607.524547,74.63446343,16.89872689,18.2695826,0
2020,NPL,Nepal,4.95,7.11,4412.542044,89.74972698,20.27194823,21.90120857,0
2021,NPL,Nepal,4.96,7.13,4546.2297,96.60803026,20.77242091,22.82805008,0
2022,NPL,Nepal,4.98,7.14,4763.387511,91.33133901,21.79327286,23.72066574,0
2023,NPL,Nepal,4.98,7.14,4861.230304,95.09614692,22.93533341,24.02659233,0
2013,NZL,New Zealand,8.99,8.65,43338.43738,84.03641509,72.53771381,30.8935973,1
2014,NZL,New Zealand,9,8.97,44255.50466,86.48869495,70.66604691,29.53663264,1
2015,NZL,New Zealand,9.02,9.03,44963.83392,91.36558457,68.99304275,28.83735892,1
2016,NZL,New Zealand,9.01,9.06,45626.68184,115.0982823,65.59109587,29.50939444,1
2017,NZL,New Zealand,8.92,9.04,46193.28848,114.2003467,65.35657765,27.08145483,1
2018,NZL,New Zealand,8.86,8.94,46947.93725,114.4869122,64.10979441,26.55435271,1
2019,NZL,New Zealand,8.86,8.87,47277.66283,114.1033727,62.43664407,24.994534,1
2020,NZL,New Zealand,8.84,8.61,46104.60579,124.7434195,53.75908458,21.27559439,1
2021,NZL,New Zealand,8.79,8.67,47996.67988,120.7253665,53.72206115,17.67426877,1
2022,NZL,New Zealand,8.73,8.54,49618.52533,113.9540719,50.87359425,16.90982547,1
2023,NZL,New Zealand,8.73,8.65,49083.50859,109.558014,43.44530621,15.9533033,1
2013,PAK,Pakistan,3.69,5.88,4407.147058,27.48636776,5.92354214,8.520620414,0
2014,PAK,Pakistan,3.67,5.83,4520.234634,27.36225746,6.908732785,8.846231548,0
2015,PAK,Pakistan,3.71,5.87,4645.286311,28.33976976,8.11099405,9.264554308,0
2016,PAK,Pakistan,3.75,5.85,4886.612121,29.77483879,9.15993768,9.647144777,0
2017,PAK,Pakistan,3.79,5.82,5031.560607,29.89757738,9.76520739,9.948728328,0
2018,PAK,Pakistan,3.86,6.05,5255.063507,27.86105056,10.25640249,10.08356986,0
2019,PAK,Pakistan,3.82,5.97,5295.952951,29.12119027,10.67380037,10.24480486,0
2020,PAK,Pakistan,4.01,6.07,5135.014593,31.7151185,10.98469186,10.16979358,0
2021,PAK,Pakistan,4.01,6.09,5367.273647,31.96873477,11.17894914,10.22088731,0
2022,PAK,Pakistan,3.93,5.95,5526.279283,28.73367058,11.48540665,10.54154409,0
2023,PAK,Pakistan,4.03,6.01,5439.179651,25.9133998,11.83377411,10.67548756,0
2013,PAN,Panama,5.76,7,28135.3279,125.9501435,56.13859256,23.66805984,1
2014,PAN,Panama,5.76,7.02,28931.80445,129.1969111,61.56005557,24.03739532,1
2015,PAN,Panama,5.81,7.01,29933.15557,127.223764,67.8870217,23.67988992,1
2016,PAN,Panama,5.76,6.98,30765.23716,123.1640075,69.42812697,23.42856261,1
2017,PAN,Panama,5.72,6.93,31979.81227,113.3101652,70.64357879,22.27137077,1
2018,PAN,Panama,5.7,6.88,32681.44636,108.9822744,70.1142062,21.71533369,1
2019,PAN,Panama,5.71,6.82,33163.72691,109.7188871,73.81753337,20.2434109,1
2020,PAN,Panama,5.72,6.65,26881.79871,148.3275968,72.93671372,19.9033375,1
2021,PAN,Panama,5.66,6.9,30932.76278,126.6394546,73.1237989,19.5722849,1
2022,PAN,Panama,5.71,6.9,33833.02651,112.7662204,72.17770941,19.04562175,1
2023,PAN,Panama,5.74,6.83,35863.88015,110.6336589,72.21417175,18.45873467,1
2013,PER,Peru,5.41,6.65,14052.13762,30.30625434,41.55309381,7.864172846,1
2014,PER,Peru,5.45,6.62,14244.56602,30.08878183,56.26305967,8.177609769,1
2015,PER,Peru,5.44,6.96,14542.79309,33.35281794,122.1763477,8.310854021,1
2016,PER,Peru,5.52,6.79,14917.44895,30.75698787,111.0477764,8.129679739,1
2017,PER,Peru,5.39,6.84,15069.52211,31.43562587,108.6231471,7.680248226,1
2018,PER,Peru,5.5,6.93,15386.26016,31.47896778,125.4725287,7.294567851,1
2019,PER,Peru,5.57,6.87,15463.54324,32.76053671,128.0651727,6.629941063,1
2020,PER,Peru,5.58,6.56,13609.59996,44.53281648,126.1592256,6.090699094,1
2021,PER,Peru,5.19,6.78,15280.55121,36.78072701,118.6968416,5.41087737,1
2022,PER,Peru,5.1,6.85,15559.82164,33.80813112,121.5158012,5.181614188,1
2023,PER,Peru,5.12,6.73,15327.582,32.51108615,127.7662107,4.749731343,1
2013,PHL,Philippines,5.01,7.03,7016.538465,43.09828865,21.71510146,8.161470685,1
2014,PHL,Philippines,5,6.99,7340.361586,43.89698336,22.93610158,8.524133835,1
2015,PHL,Philippines,4.97,6.96,7691.763087,45.10660335,24.74255286,8.658536139,1
2016,PHL,Philippines,4.94,6.86,8131.825379,48.79876213,26.65907331,8.712672408,1
2017,PHL,Philippines,4.73,6.8,8584.136227,49.41051798,27.71937771,8.861616731,1
2018,PHL,Philippines,4.44,6.76,9016.286596,47.73161383,28.4958661,8.89508143,1
2019,PHL,Philippines,4.54,6.76,9452.293972,49.40874223,28.60058218,9.080487869,1
2020,PHL,Philippines,4.52,6.63,8455.184571,58.25707647,29.32213495,9.047244921,1
2021,PHL,Philippines,4.53,6.5,8857.789951,59.24448309,29.04040506,8.891389517,1
2022,PHL,Philippines,4.55,6.55,9457.103954,57.45801535,29.08212339,8.931248976,1
2023,PHL,Philippines,4.57,6.65,9898.532946,56.54624928,28.46983836,8.775518007,1
2013,POL,Poland,6.66,6.86,29168.62421,41.14396036,58.45100743,33.03429473,1
2014,POL,Poland,6.74,7.05,30334.87866,43.3891655,63.61280582,33.0380083,1
2015,POL,Poland,6.61,7.02,31700.36824,45.29261797,68.65864273,31.21467536,1
2016,POL,Poland,6.38,6.83,32675.30523,47.7928302,72.75159163,31.1358068,1
2017,POL,Poland,6.69,6.77,34354.59876,46.0693116,72.14300053,29.42552432,1
2018,POL,Poland,6.55,6.87,36500.41143,46.49899129,71.13827142,29.82465577,1
2019,POL,Poland,6.55,6.85,38181.62303,47.41099942,70.70624904,29.03428294,1
2020,POL,Poland,6.55,6.48,37852.80213,52.60660745,68.850313,26.10943658,1
2021,POL,Poland,6.53,6.62,41059.58478,50.31605526,68.43777942,23.768982,1
2022,POL,Poland,6.46,6.4,43405.02158,46.02937408,68.3466844,22.6368324,0
2023,POL,Poland,6.47,6.54,43672.7668,46.20084944,70.90172613,21.80504976,0
2013,PRT,Portugal,7.72,6.9,34651.7718,88.31205515,181.1393568,58.25903119,1
2014,PRT,Portugal,7.71,6.52,35097.40968,87.78012271,177.4815688,53.57191081,1
2015,PRT,Portugal,7.86,6.71,35803.35741,87.28347769,173.8537794,35.58634674,1
2016,PRT,Portugal,7.88,6.82,36636.29768,85.89197492,169.1852259,42.80073973,1
2017,PRT,Portugal,7.91,6.64,37943.11506,84.09126736,168.455565,39.18489112,1
2018,PRT,Portugal,7.94,6.78,39123.61476,83.6498281,166.2660189,35.56805772,1
2019,PRT,Portugal,7.93,6.79,40188.28668,83.78238323,170.737891,34.6512696,1
2020,PRT,Portugal,7.87,6.37,36852.22839,98.191131,165.9515848,32.97964171,1
2021,PRT,Portugal,7.87,6.56,38657.66772,99.46616922,162.4050706,30.62317835,1
2022,PRT,Portugal,7.87,6.65,41070.86131,93.87388192,159.3366203,29.73240723,1
2023,PRT,Portugal,7.81,6.74,41571.02034,83.36680064,160.1539006,29.04193521,1
2013,PRY,Paraguay,4.25,6.66,13700.70305,26.64578472,25.36502768,11.15770779,1
2014,PRY,Paraguay,4.31,6.62,14219.35442,35.33575461,25.98305317,9.8384736,1
2015,PRY,Paraguay,4.4,6.58,14427.60023,39.14871314,27.35966664,10.94851571,1
2016,PRY,Paraguay,4.35,6.75,14826.66369,38.49245971,26.99496315,10.93033588,1
2017,PRY,Paraguay,4.37,6.74,15320.33665,38.5041954,29.2435431,12.64828091,1
2018,PRY,Paraguay,4.4,6.73,15592.98414,38.84762671,31.6108752,12.48552363,1
2019,PRY,Paraguay,4.4,6.62,15321.32455,42.28070903,32.39070309,11.94027259,1
2020,PRY,Paraguay,4.44,6.5,14991.66062,49.61950532,28.14230046,10.64150769,1
2021,PRY,Paraguay,4.51,6.59,15406.16706,47.02939942,28.09685638,10.43356632,0
2022,PRY,Paraguay,4.51,6.64,15259.14563,44.83039897,28.36685777,9.906547541,1
2023,PRY,Paraguay,4.51,6.59,15826.0875,46.83496504,28.88600941,10.05265952,1
2013,ROU,Romania,6.69,6.72,26940.58787,31.36312854,63.94101756,31.66184438,1
2014,ROU,Romania,6.74,6.71,28154.7262,32.1829185,65.21222559,30.78374375,1
2015,ROU,Romania,6.74,6.78,29180.42242,32.90536545,68.76051572,28.76190385,1
2016,ROU,Romania,6.92,6.67,30187.64172,33.05796244,67.00211279,28.11475372,1
2017,ROU,Romania,6.83,6.61,32850.9967,32.76120275,67.12998425,26.79983742,1
2018,ROU,Romania,6.65,6.61,35067.19666,31.71018208,65.02972281,25.70885697,1
2019,ROU,Romania,6.78,6.6,36635.4689,32.09316132,64.75181014,23.78926535,1
2020,ROU,Romania,6.92,6.38,35484.23669,36.90979324,63.29569309,22.74215304,1
2021,ROU,Romania,6.9,6.44,37732.5405,37.62297397,63.1521683,21.80906404,1
2022,ROU,Romania,6.88,6.35,39380.23614,34.53337652,63.38404411,21.51557,1
2023,ROU,Romania,6.85,6.43,40303.81833,33.7749306,63.79764577,21.12451131,1
2013,RWA,Rwanda,5.53,6.8,2032.404802,17.12488406,5.160578986,5.979473256,0
2014,RWA,Rwanda,5.62,6.85,2106.214544,18.53481524,5.541834467,5.857223421,0
2015,RWA,Rwanda,5.74,6.74,2238.539415,19.76306252,5.547203122,6.13111924,0
2016,RWA,Rwanda,5.67,6.67,2316.637316,18.69243276,5.673667926,6.198482209,0
2017,RWA,Rwanda,5.83,6.57,2351.596869,18.57922465,5.593378212,6.103119576,0
2018,RWA,Rwanda,5.85,6.64,2493.440017,19.76675997,5.12207181,5.697134702,0
2019,RWA,Rwanda,5.94,6.61,2667.464584,19.65541043,4.9683904,5.253780971,0
2020,RWA,Rwanda,5.92,6.28,2520.317394,23.28267489,4.20141482,4.528471064,0
2021,RWA,Rwanda,5.92,6.52,2733.435668,23.79376771,4.112388528,3.319197862,0
2022,RWA,Rwanda,5.97,6.5,2892.459649,23.93715743,4.110284014,3.150822904,0
2023,RWA,Rwanda,5.99,6.54,3062.999096,22.77322266,3.970419112,NA,0
2013,SAU,Saudi Arabia,4.13,6.33,57998.48168,49.59265877,67.73374019,8.645407162,0
2014,SAU,Saudi Arabia,4.27,6.23,58872.26714,54.80709427,73.47410535,9.148747843,0
2015,SAU,Saudi Arabia,4.35,5.61,58498.5399,63.92054066,77.08860297,8.947344675,0
2016,SAU,Saudi Arabia,4.43,6.19,57308.46378,64.74517107,76.96047638,8.8332229,0
2017,SAU,Saudi Arabia,4.48,6.25,57942.5485,60.38506968,79.08413727,9.033010607,0
2018,SAU,Saudi Arabia,4.57,6.37,61359.46537,52.32273145,83.23988429,NA,0
2019,SAU,Saudi Arabia,5.77,6.44,62647.71413,56.18598428,84.58895199,9.412212061,0
2020,SAU,Saudi Arabia,6.42,6.21,57420.73357,55.56641239,77.83668546,8.67309698,0
2021,SAU,Saudi Arabia,6.44,6.55,62690.49666,56.94631839,71.85320196,8.560363943,1
2022,SAU,Saudi Arabia,6.45,6.7,67178.59023,53.79528666,67.02606374,8.059130426,1
2023,SAU,Saudi Arabia,5.86,6.66,64481.84419,63.95637385,62.36602485,7.540683335,1
2013,SGP,Singapore,8.54,8.21,104359.0307,139.6789776,58.12622535,9.101539503,1
2014,SGP,Singapore,8.56,8.23,107066.8586,137.9538281,57.47696882,9.002416803,1
2015,SGP,Singapore,8.6,8.26,108953.7243,132.2515534,58.0796032,8.959197786,1
2016,SGP,Singapore,8.6,8.26,111579.7427,135.1003145,55.96119209,8.705074324,1
2017,SGP,Singapore,8.59,8.26,116471.8208,127.771467,63.25611299,8.240181976,1
2018,SGP,Singapore,8.58,8.23,119927.7691,123.4111484,64.63081945,8.13195287,1
2019,SGP,Singapore,8.59,8.23,120114.1339,133.2024315,58.69796373,7.809086021,1
2020,SGP,Singapore,8.58,8.06,115893.0424,158.553768,53.92916955,7.00898973,1
2021,SGP,Singapore,8.59,8.21,132617.354,272.6599348,54.17616837,6.952086346,1
2022,SGP,Singapore,8.58,8.2,133571.9624,244.5847698,51.0858155,6.431087271,1
2023,SGP,Singapore,8.58,8.2,129555.2455,263.7455677,47.58523149,6.091829152,1
2013,SLV,El Salvador,4.79,6.85,9327.564245,43.80890502,34.19830416,12.03445758,1
2014,SLV,El Salvador,4.74,6.74,9451.744608,43.39856646,34.24149698,11.96389654,1
2015,SLV,El Salvador,4.54,6.85,9646.154323,44.13154318,36.68028894,11.75127775,1
2016,SLV,El Salvador,4.5,6.92,9863.761212,43.87108735,37.60637127,13.59563273,1
2017,SLV,El Salvador,4.42,6.6,10064.79349,46.89986952,38.30414288,15.24620287,1
2018,SLV,El Salvador,4.48,6.63,10297.20361,47.37528771,36.33956358,15.38205905,1
2019,SLV,El Salvador,4.56,6.67,10543.93833,50.88798869,36.9093868,10.71774949,1
2020,SLV,El Salvador,4.63,6.14,9692.449316,61.19423803,38.38553447,9.558281129,1
2021,SLV,El Salvador,4.25,6.31,10809.7134,53.77886138,37.64953703,9.39618394,1
2022,SLV,El Salvador,4.21,6.25,11085.61781,50.45974321,38.38179115,9.204779807,1
2023,SLV,El Salvador,4.43,6.25,11424.64592,50.76849027,46.66299211,9.387695507,1
2013,SRB,Serbia,5.13,5.94,18163.2347,35.71099551,43.52511414,32.79445562,0
2014,SRB,Serbia,5.15,5.84,17922.46537,38.83873407,43.0730176,29.66997755,0
2015,SRB,Serbia,5.14,6.34,18247.83922,40.12473123,44.50608935,28.9083915,0
2016,SRB,Serbia,5.17,6.44,18889.41276,42.85581667,49.33327313,28.84251705,0
2017,SRB,Serbia,5.18,6.35,19439.02197,41.96458371,44.62259505,27.42170646,0
2018,SRB,Serbia,5.38,6.63,20454.25772,44.8933015,47.57496314,27.06160122,0
2019,SRB,Serbia,5.42,6.67,21541.15993,44.66944677,49.5860247,27.1858361,0
2020,SRB,Serbia,5.39,6.18,21479.11229,51.36856662,51.42646742,26.99805012,0
2021,SRB,Serbia,5.4,6.25,23406.343,50.95769115,52.88151314,26.17609288,0
2022,SRB,Serbia,5.42,6.49,24634.48629,47.94184407,53.80363303,24.3176303,0
2023,SRB,Serbia,5.4,6.44,25741.6825,45.28157333,54.25952234,23.92143334,0
2013,SUR,Suriname,4.98,6.69,24624.02199,46.96080536,41.58873966,11.95364972,0
2014,SUR,Suriname,4.98,6.45,24414.35548,49.20022518,45.82243927,12.00694933,0
2015,SUR,Suriname,4.99,6.44,23327.52525,57.75693909,45.8071951,10.60798202,0
2016,SUR,Suriname,4.96,6.04,21950.41221,76.77978097,48.15801523,10.9126537,0
2017,SUR,Suriname,4.95,6.27,22070.51376,64.7613504,49.27903142,11.21039577,0
2018,SUR,Suriname,4.94,6.4,22938.53537,64.521188,46.48230221,11.27540994,0
2019,SUR,Suriname,4.91,6.4,22966.7406,62.46463146,46.91600901,11.10572194,0
2020,SUR,Suriname,4.91,6.17,19091.36172,79.34489739,43.97193831,10.71397482,0
2021,SUR,Suriname,4.95,5.74,18458.235,76.04943636,40.75868435,10.57522621,0
2022,SUR,Suriname,4.9,5.9,18742.58738,76.60435805,27.85321356,10.44495509,0
2023,SUR,Suriname,4.86,5.9,19043.70529,65.3516183,19.32520673,10.30677692,0
2013,SVK,Slovak Republic,6.49,6.72,31078.12394,44.91189773,56.32070638,26.94927252,1
2014,SVK,Slovak Republic,6.62,6.71,31888.74288,45.13339072,59.00081777,28.02920268,1
2015,SVK,Slovak Republic,6.66,6.71,33507.72572,47.21941888,59.558172,28.28740966,1
2016,SVK,Slovak Republic,6.64,6.83,34116.38337,48.75023033,60.18569409,28.29707136,1
2017,SVK,Slovak Republic,6.67,6.84,35042.71724,49.53574253,60.82224536,26.97163994,1
2018,SVK,Slovak Republic,6.68,6.87,36415.72072,49.88242377,62.03808951,25.67318622,1
2019,SVK,Slovak Republic,6.74,6.88,37194.13759,51.09367038,62.03311859,24.88727783,1
2020,SVK,Slovak Republic,6.75,6.48,36201.41546,55.87598454,63.35252414,23.40342387,1
2021,SVK,Slovak Republic,6.76,6.56,38346.09358,54.69013014,63.08259693,21.13670953,1
2022,SVK,Slovak Republic,6.71,6.75,38623.67106,52.32085186,60.75290219,20.70374777,1
2023,SVK,Slovak Republic,6.62,6.8,39497.53511,49.87414283,72.6197157,20.0284913,1
2013,SVN,Slovenia,6.55,5.94,36688.0835,51.64908036,100.8599518,34.4912624,1
2014,SVN,Slovenia,6.58,6.32,37664.65194,52.78112415,96.20370623,31.89732813,1
2015,SVN,Slovenia,6.62,6.42,38537.09519,53.50198343,96.1515485,31.23502966,1
2016,SVN,Slovenia,6.61,6.39,39677.41715,54.90438155,95.39019484,30.6773956,1
2017,SVN,Slovenia,6.59,6.57,41703.30395,54.87091061,93.72781011,29.49635822,1
2018,SVN,Slovenia,6.62,6.56,43371.98096,54.5879672,89.72011866,27.93816353,1
2019,SVN,Slovenia,6.73,6.6,44580.77777,54.51808167,87.1461907,27.46938179,1
2020,SVN,Slovenia,6.66,6.29,42474.22471,62.7980667,79.5336715,24.66160356,1
2021,SVN,Slovenia,6.69,6.29,45914.05724,60.93697739,79.78994054,22.58944357,1
2022,SVN,Slovenia,6.78,6.28,47064.15179,60.15589856,71.15639741,21.41383747,1
2023,SVN,Slovenia,6.76,6.31,47868.38601,56.36798059,72.5658026,20.78852252,1
2013,SWE,Sweden,8.92,7.63,56360.70842,50.16982944,40.60749413,21.57704353,1
2014,SWE,Sweden,8.97,7.63,57085.38536,51.18820047,40.22613287,21.12774605,1
2015,SWE,Sweden,9.05,7.68,58975.97789,52.33165042,40.55736311,19.33419502,1
2016,SWE,Sweden,8.87,7.66,59608.08746,54.84610465,34.82388097,17.57078626,1
2017,SWE,Sweden,8.84,7.46,59883.66776,56.63099862,32.06568211,16.20796437,1
2018,SWE,Sweden,8.7,7.24,60318.46072,57.8604109,31.93104042,14.9377996,1
2019,SWE,Sweden,8.69,7.24,61232.48485,59.45703567,29.674707,14.29308056,1
2020,SWE,Sweden,8.68,7.13,59572.47476,69.94238971,28.34276096,13.81915064,1
2021,SWE,Sweden,8.6,7.23,62731.70062,71.19173427,26.86126158,11.41370447,1
2022,SWE,Sweden,8.58,6.88,63215.4363,69.09843482,24.59290536,10.58604385,1
2023,SWE,Sweden,8.41,7.35,62845.48323,64.25679512,23.50016963,10.51715742,1
2013,SWZ,Eswatini,3.1,5.76,9040.764747,14.82328142,29.08090165,6.525470614,0
2014,SWZ,Eswatini,2.91,5.72,9119.663634,22.53279421,35.60394952,6.447959361,0
2015,SWZ,Eswatini,2.91,5.51,9253.290936,21.18500553,35.57260826,7.474400179,0
2016,SWZ,Eswatini,2.97,5.34,9629.555662,25.72856727,35.82367097,6.836578429,0
2017,SWZ,Eswatini,3,5.46,9696.551595,25.62493121,34.79518046,6.068926825,0
2018,SWZ,Eswatini,3.12,5.4,9632.16197,25.92001769,38.09938497,6.504773043,0
2019,SWZ,Eswatini,3.06,5.41,10123.31602,8.29681879,35.00833407,6.139521274,0
2020,SWZ,Eswatini,3.04,5.36,9727.5139,10.67108488,37.09803509,6.289978267,0
2021,SWZ,Eswatini,3.07,5.45,9946.040554,5.174857771,38.84411026,6.053627573,0
2022,SWZ,Eswatini,3.03,5.34,9955.709046,NA,38.25668747,5.962081164,0
2023,SWZ,Eswatini,3.02,5.35,10201.63798,21.61165116,40.30840216,6.125896984,0
2013,SYC,Seychelles,5.8,7.25,24770.65146,52.50672852,63.94861374,48.31673038,1
2014,SYC,Seychelles,5.81,7.3,25379.41807,62.25742044,65.6094701,53.04595455,1
2015,SYC,Seychelles,5.83,7.34,27032.20839,58.80132138,65.34879922,53.09589936,1
2016,SYC,Seychelles,5.9,7.38,29905.13474,59.84395194,71.01606571,52.25710496,1
2017,SYC,Seychelles,5.93,7.42,31595.66806,57.51148043,77.93820425,51.518474,1
2018,SYC,Seychelles,6.01,7.52,32841.42425,5.818684239,80.97906299,40.4895315,1
2019,SYC,Seychelles,5.97,7.52,34346.07089,6.268272719,86.5845621,42.6461276,1
2020,SYC,Seychelles,5.98,7.52,30056.19943,7.129372863,85.68980291,39.64752075,1
2021,SYC,Seychelles,5.98,6.77,29979.82727,7.235414958,88.65135953,37.9934398,1
2022,SYC,Seychelles,5.96,6.77,27978.17706,25.76610602,75.36899403,31.40374751,1
2023,SYC,Seychelles,5.99,6.8,28635.35636,39.27032191,75.27365109,32.40948866,1
2013,THA,Thailand,4.38,7.11,18242.42567,74.05149745,100.2534419,11.84151312,0
2014,THA,Thailand,4.89,6.96,18324.61447,75.42822145,111.6251368,12.23164771,0
2015,THA,Thailand,5.04,6.96,18811.99751,76.1831574,114.5194573,12.22314092,0
2016,THA,Thailand,5,7,19370.60878,74.66384772,114.6137271,12.03571079,0
2017,THA,Thailand,4.98,6.89,20094.67788,73.27085151,114.5399193,11.53287243,0
